FILE, GAIA ROW, GALEX ROW, GAIA RA, GALEX RA, GAIA DEC, GALEX DEC
Berkeley_12,52,58,71.09219161515230,71.09283430418,42.68237630969170,42.6817652350312
Berkeley_12,53,58,71.0920352466459,71.09283430418,42.68264550089360,42.6817652350312
Berkeley_12,55,59,71.12600658144100,71.1262848326739,42.7184037236034,42.7187022050937
Berkeley_12,56,63,71.09095350520350,71.0909381396651,42.678345616094300,42.6779608989107
Berkeley_12,56,67,71.09095350520350,71.0902816863757,42.678345616094300,42.6794477099736
Berkeley_12,57,65,71.20008077993630,71.1998321153817,42.64175786041740,42.6416500721179
Berkeley_12,57,68,71.20008077993630,71.200158925942,42.64175786041740,42.6416543687497
Berkeley_12,57,69,71.20008077993630,71.2005325415582,42.64175786041740,42.641881670427
Berkeley_12,58,63,71.09095350520350,71.0909381396651,42.678345616094300,42.6779608989107
Berkeley_12,58,67,71.09095350520350,71.0902816863757,42.678345616094300,42.6794477099736
Berkeley_12,59,65,71.20008077993630,71.1998321153817,42.64175786041740,42.6416500721179
Berkeley_12,59,68,71.20008077993630,71.200158925942,42.64175786041740,42.6416543687497
Berkeley_12,59,69,71.20008077993630,71.2005325415582,42.64175786041740,42.641881670427
Berkeley_12,60,65,71.20008077993630,71.1998321153817,42.64175786041740,42.6416500721179
Berkeley_12,60,68,71.20008077993630,71.200158925942,42.64175786041740,42.6416543687497
Berkeley_12,60,69,71.20008077993630,71.2005325415582,42.64175786041740,42.641881670427
Berkeley_12,61,70,71.21075469574950,71.2102568394596,42.703780229525400,42.704542221628
Berkeley_12,62,70,71.20908120630230,71.2102568394596,42.70388131505620,42.704542221628
Berkeley_12,63,70,71.20948610823780,71.2102568394596,42.70448173535380,42.704542221628
Berkeley_12,64,72,71.1351545800611,71.1348331994216,42.72375713477580,42.7233575012637
Berkeley_12,65,72,71.13574330576340,71.1348331994216,42.72298345977530,42.7233575012637
Berkeley_12,66,73,71.19439203582070,71.1950416286477,42.717067600736500,42.7176759226542
Berkeley_12,68,76,71.08703163145850,71.0869707975071,42.68950493250770,42.6904784323129
Berkeley_12,69,77,71.17437968517090,71.1747280544605,42.72932909250340,42.7286424606643
Berkeley_12,70,80,71.08291348359470,71.0818201394784,42.68422938250950,42.6844351137664
Berkeley_12,71,80,71.0805057130826,71.0818201394784,42.683663516614100,42.6844351137664
Berkeley_12,72,80,71.08292497331580,71.0818201394784,42.683989556867400,42.6844351137664
Berkeley_12,73,81,71.18641396257280,71.1869720325461,42.7276370233447,42.727417123545
Berkeley_12,74,82,71.21396072314240,71.2132647312617,42.71357493386950,42.7131615729692
Berkeley_12,74,83,71.21396072314240,71.2139610682656,42.71357493386950,42.7135443338812
Berkeley_12,74,84,71.21396072314240,71.2139358807073,42.71357493386950,42.7136665344918
Berkeley_12,75,82,71.21396072314240,71.2132647312617,42.71357493386950,42.7131615729692
Berkeley_12,75,83,71.21396072314240,71.2139610682656,42.71357493386950,42.7135443338812
Berkeley_12,75,84,71.21396072314240,71.2139358807073,42.71357493386950,42.7136665344918
Berkeley_12,76,82,71.21396072314240,71.2132647312617,42.71357493386950,42.7131615729692
Berkeley_12,76,83,71.21396072314240,71.2139610682656,42.71357493386950,42.7135443338812
Berkeley_12,76,84,71.21396072314240,71.2139358807073,42.71357493386950,42.7136665344918
Berkeley_12,79,85,71.16964223985100,71.1693214121064,42.73369973245380,42.7327302694944
Berkeley_12,80,87,71.19027016112870,71.1897709674059,42.728656517859400,42.729515098791
Berkeley_12,81,88,71.09539934640910,71.0959222395764,42.63864963189410,42.6386468224571
Berkeley_12,81,91,71.09539934640910,71.0952526631359,42.63864963189410,42.6386705340222
Berkeley_12,82,89,71.22679640945780,71.2266995426697,42.65026722713790,42.6502225800162
Berkeley_12,82,90,71.22679640945780,71.2267167449119,42.65026722713790,42.6501273523955
Berkeley_12,82,92,71.22679640945780,71.2269952133276,42.65026722713790,42.6499845202662
Berkeley_12,83,89,71.22679640945780,71.2266995426697,42.65026722713790,42.6502225800162
Berkeley_12,83,90,71.22679640945780,71.2267167449119,42.65026722713790,42.6501273523955
Berkeley_12,83,92,71.22679640945780,71.2269952133276,42.65026722713790,42.6499845202662
Berkeley_12,84,88,71.09539934640910,71.0959222395764,42.63864963189410,42.6386468224571
Berkeley_12,84,91,71.09539934640910,71.0952526631359,42.63864963189410,42.6386705340222
Berkeley_12,85,89,71.22679640945780,71.2266995426697,42.65026722713790,42.6502225800162
Berkeley_12,85,90,71.22679640945780,71.2267167449119,42.65026722713790,42.6501273523955
Berkeley_12,85,92,71.22679640945780,71.2269952133276,42.65026722713790,42.6499845202662
Berkeley_12,86,94,71.19658104836270,71.1969864817956,42.624820916405000,42.6261623502789
Berkeley_12,87,95,71.14206183991170,71.1414316019343,42.61739810765670,42.6181418387112
Berkeley_12,88,96,71.21512573851380,71.2141537455193,42.635343312496500,42.6345962476018
Berkeley_12,89,96,71.21499009824930,71.2141537455193,42.634938550416600,42.6345962476018
Berkeley_12,90,97,71.11023251013230,71.1104608051491,42.62557549059080,42.6261267856091
Berkeley_13,2,2,73.95149364275800,73.9517958186125,52.814854368408500,52.8153162693697
Berkeley_13,3,3,73.94780053246440,73.9468307938201,52.79610464892960,52.7965449272835
Berkeley_13,4,5,73.96508343055430,73.9658520124296,52.796342662772500,52.796355144911
Berkeley_13,5,7,73.96313835217190,73.9628426312541,52.79066928895770,52.7905584008656
Berkeley_13,6,10,73.8948385703627,73.8952104429121,52.80518301795060,52.8050700139723
Berkeley_13,7,11,73.97292173840610,73.9731733833271,52.83177530266220,52.8319345023268
Berkeley_13,8,12,73.89520224929420,73.8950759673297,52.81518564173920,52.8153395573439
Berkeley_13,9,15,73.99115316477290,73.9915089096879,52.827717953260300,52.8288194409581
Berkeley_13,11,16,73.95056862964640,73.9518581676217,52.773126282956600,52.7736247580951
Berkeley_13,12,17,73.90394328180260,73.9046621567549,52.83705634684620,52.8364815149464
Berkeley_13,13,17,73.90522763330890,73.9046621567549,52.836129725314400,52.8364815149464
Berkeley_13,14,18,73.99015634354250,73.9906518687643,52.78536768092760,52.7864261976958
Berkeley_13,15,19,73.9254311509542,73.925352814595,52.845584330308200,52.8458188260102
Berkeley_13,16,19,73.92540916543920,73.925352814595,52.845446632617300,52.8458188260102
Berkeley_13,17,19,73.92643027588230,73.925352814595,52.8465645058726,52.8458188260102
Berkeley_13,18,21,73.90581029760280,73.9052033315008,52.842319477791900,52.8425968943203
Berkeley_13,19,24,73.87983490114160,73.8802571157598,52.787393563027300,52.7872132186552
Berkeley_13,20,25,73.86532305844000,73.8652304110789,52.81568092318740,52.8158547337738
Berkeley_13,21,27,73.99580887136100,73.9948546054468,52.770816298439800,52.7707019864106
Berkeley_13,23,30,73.93432333431310,73.9342490049078,52.756724594674200,52.7570877392284
Berkeley_13,25,33,73.8612803217236,73.8611177103992,52.83626450482700,52.8363919084837
Berkeley_13,26,34,73.8643680660213,73.8642668209501,52.84378210655160,52.8438976057297
Berkeley_13,27,34,73.86518555607880,73.8642668209501,52.844176857365800,52.8438976057297
Berkeley_13,29,37,73.8454869389053,73.8449252718764,52.83683772995980,52.8378753171278
Berkeley_13,30,39,73.97773593224050,73.978295795452,52.74691901499770,52.7458379318164
Berkeley_13,31,39,73.97729143467320,73.978295795452,52.74595130445700,52.7458379318164
Berkeley_13,32,41,73.96837924542980,73.9680647429239,52.740996319478800,52.7417252062499
Berkeley_13,34,43,74.05953057469250,74.0594736877898,52.81253701356680,52.8112481729231
Berkeley_13,37,48,73.85692381506940,73.8568010001453,52.754393322176200,52.7543911891529
Berkeley_13,38,49,73.84431363712080,73.8456109569589,52.76136613420110,52.7613332516068
Berkeley_13,39,53,74.06524435384230,74.0648628057434,52.77851415373950,52.7786322936998
Berkeley_13,40,54,73.8909505299607,73.8901869625492,52.73449461235390,52.7343383006505
Berkeley_13,41,57,73.8794066184481,73.8791928626522,52.88096429916890,52.8812351436688
Berkeley_13,42,58,73.93856010556930,73.9387090990003,52.7250088653664,52.7254611432298
Berkeley_13,43,60,73.90582002370340,73.9055815066732,52.72413056550940,52.7230303493099
Berkeley_13,44,61,74.0848240691231,74.0849796028467,52.78685950179730,52.7857400363707
Berkeley_13,45,62,73.84977217565640,73.8510418898434,52.87902919560930,52.8802394846221
Berkeley_13,46,63,73.8822243345184,73.8827190406803,52.72382717147020,52.7248757890468
Berkeley_13,47,64,73.84441850985690,73.8433469930329,52.73833555812190,52.7373300550183
Berkeley_13,48,64,73.84349880319410,73.8433469930329,52.73705017359670,52.7373300550183
Berkeley_13,49,68,73.8261975586257,73.8256666587745,52.87327423793120,52.8735980222886
Berkeley_13,50,69,73.920878315521,73.9209273974757,52.903909133227400,52.9041465319636
Berkeley_13,51,70,73.85554959535260,73.855167233599,52.89159275731180,52.8910148298597
Berkeley_13,54,73,74.10959338299870,74.1096140431329,52.80432618026770,52.8043298354463
Berkeley_13,55,76,73.92556359244910,73.9252907814233,52.91081149203550,52.9109860822198
Berkeley_13,56,78,73.99371652665780,73.993909497986,52.711142381960600,52.7103450413333
Berkeley_13,57,78,73.99399897627270,73.993909497986,52.7100013393252,52.7103450413333
Berkeley_13,59,84,73.82991712807730,73.8294762655413,52.72267167675890,52.7229234510377
Berkeley_13,60,85,73.78739058863350,73.7870133899414,52.75136329955860,52.7512660182075
Berkeley_13,61,86,73.87205143841660,73.8719853232526,52.706962241132300,52.7069086273183
Berkeley_13,62,87,73.9498517503643,73.9491430730521,52.91939756946260,52.9197675987908
Berkeley_13,63,88,73.77443377508140,73.7754968520956,52.764237250036300,52.7633657287452
Berkeley_13,65,93,74.12871058571420,74.1281632776733,52.781829554127800,52.7819379278339
Berkeley_14,2,3,74.94278277696670,74.9416954436273,43.480394410780900,43.4805637969656
Berkeley_14,3,3,74.94084056062850,74.9416954436273,43.4797069757094,43.4805637969656
Berkeley_14,4,3,74.94205711527400,74.9416954436273,43.48065137441040,43.4805637969656
Berkeley_14,5,3,74.94140134892300,74.9416954436273,43.47951503616410,43.4805637969656
Berkeley_14,6,4,74.9217902140801,74.9226851844454,43.480465213006300,43.4812611092173
Berkeley_14,7,4,74.92394048782120,74.9226851844454,43.48089597221980,43.4812611092173
Berkeley_14,9,5,74.95625326976080,74.9551744560124,43.480483794753300,43.4814412020361
Berkeley_14,10,5,74.95509309463930,74.9551744560124,43.48161243196360,43.4814412020361
Berkeley_14,11,6,74.96191397141720,74.9608936977966,43.4960494291006,43.4960666507886
Berkeley_14,12,6,74.96007632874060,74.9608936977966,43.49651561446100,43.4960666507886
Berkeley_14,13,7,74.92619070578660,74.9263705245325,43.50840839477070,43.5085576012025
Berkeley_14,14,7,74.9252521138284,74.9263705245325,43.50811346056320,43.5085576012025
Berkeley_14,15,8,74.91283463208220,74.9128664050118,43.508639429322500,43.5081662452064
Berkeley_14,16,8,74.9128281260915,74.9128664050118,43.506983148858300,43.5081662452064
Berkeley_14,17,9,74.96739931894040,74.967402599534,43.47691479776970,43.4771318472195
Berkeley_14,18,10,74.93802206067640,74.9374553865943,43.4610442538111,43.4612310628106
Berkeley_14,19,12,74.96042076402140,74.9607581523157,43.508485872792100,43.5087771765198
Berkeley_14,20,13,74.92936638318290,74.929190152941,43.45952788027690,43.4601353292712
Berkeley_14,21,13,74.92833525686700,74.929190152941,43.46011347149850,43.4601353292712
Berkeley_14,22,14,74.92314083483110,74.9229478840769,43.458267941005900,43.4585116940122
Berkeley_14,23,15,74.90215763581490,74.9016793797248,43.46822176559270,43.4681742984493
Berkeley_14,24,15,74.90139760716270,74.9016793797248,43.46797467150190,43.4681742984493
Berkeley_14,25,15,74.90283229871750,74.9016793797248,43.468778244315500,43.4681742984493
Berkeley_14,26,15,74.90176929049810,74.9016793797248,43.46870878957990,43.4681742984493
Berkeley_14,27,16,74.91684646342070,74.9161425829385,43.51649046299360,43.5173737181735
Berkeley_14,28,18,74.95102286384000,74.950920512123,43.52055065631680,43.5207459866668
Berkeley_14,29,19,74.9567399269684,74.9556444769001,43.45558883375400,43.4555373981864
Berkeley_14,30,19,74.95586054773590,74.9556444769001,43.45557736398820,43.4555373981864
Berkeley_14,31,20,74.97746136527170,74.9772322427627,43.50652445262130,43.5066013424861
Berkeley_14,32,21,74.88610182369000,74.8858542922458,43.478719383464200,43.4789720264255
Berkeley_14,34,22,74.96126780686540,74.9615672788589,43.454309115395500,43.4534499308514
Berkeley_14,35,23,74.98334410519270,74.9837189111697,43.46926366188620,43.4692110252499
Berkeley_14,36,24,74.91781641440920,74.9177508544478,43.52606830993120,43.5262499204558
Berkeley_14,38,26,74.99463081942980,74.9935155259995,43.47924769925520,43.4786161839905
Berkeley_14,39,26,74.99393074372990,74.9935155259995,43.47854884357330,43.4786161839905
Berkeley_14,40,28,74.87423034220400,74.8740802000555,43.483769003677100,43.485080785577
Berkeley_14,41,29,74.87151387640310,74.8715199183644,43.490832530433100,43.4921129632648
Berkeley_14,42,29,74.871567413318,74.8715199183644,43.49216485243130,43.4921129632648
Berkeley_14,43,30,74.94412994672210,74.9440510490267,43.534697661086200,43.5343357723761
Berkeley_14,44,31,74.87095830682180,74.8699935976646,43.48016820614000,43.4807985360565
Berkeley_14,45,31,74.87077939312580,74.8699935976646,43.48004605209710,43.4807985360565
Berkeley_14,46,31,74.87032199903770,74.8699935976646,43.47942306050440,43.4807985360565
Berkeley_14,48,31,74.87018135610580,74.8699935976646,43.48105668011700,43.4807985360565
Berkeley_14,49,32,75.00151685815610,75.0018393199778,43.48641995772660,43.4864750626326
Berkeley_14,50,33,74.99111694532080,74.9909936190759,43.46093113545750,43.4610810286368
Berkeley_14,51,35,75.00160667096650,75.0020974282397,43.50173522585600,43.5006696019726
Berkeley_14,53,37,74.87889308917470,74.8791060949605,43.51859016410910,43.5185242305016
Berkeley_14,54,38,74.86700646785360,74.8669543866409,43.47404539420270,43.4740462188197
Berkeley_14,55,39,75.00074616561260,75.0005997973005,43.4665575695748,43.4668187851856
Berkeley_14,56,39,74.9993442790125,75.0005997973005,43.46595977843760,43.4668187851856
Berkeley_14,57,40,74.97201606977000,74.9719272650914,43.44326709305270,43.4432331191757
Berkeley_14,58,42,74.93119042708350,74.9316844190968,43.53954604578950,43.5403612983603
Berkeley_14,59,43,74.95455219055220,74.9541307045988,43.53968494651260,43.5395934363225
Berkeley_14,60,44,74.94342771282240,74.9436387512637,43.541200146969800,43.5416228473341
Berkeley_14,61,45,74.86508711231080,74.8650937244295,43.4695717776968,43.4694876063715
Berkeley_14,62,45,74.8651696096881,74.8650937244295,43.46924859469300,43.4694876063715
Berkeley_14,63,46,74.86062280295290,74.8604086100377,43.49643857092000,43.495972934649
Berkeley_14,64,48,75.01190300625270,75.0120692105042,43.48316363577500,43.4830751466769
Berkeley_14,65,48,75.0109996170776,75.0120692105042,43.48392094930200,43.4830751466769
Berkeley_14,66,49,74.98592526163980,74.9857093474361,43.53104698212440,43.5311303592831
Berkeley_14,67,50,75.00009815815880,74.9997464524579,43.45613065003070,43.456013868676
Berkeley_14,68,51,75.01403836645580,75.0139171627921,43.49072581032710,43.4907961742695
Berkeley_14,69,51,75.01456406869800,75.0139171627921,43.490581855382100,43.4907961742695
Berkeley_14,70,52,74.92161108932200,74.9216283817155,43.431244656061400,43.4314041549934
Berkeley_14,71,53,74.87927674798580,74.8785977293681,43.44852309998490,43.4473204396614
Berkeley_14,72,53,74.87835411744720,74.8785977293681,43.44712303040780,43.4473204396614
Berkeley_14,73,54,74.95347161554100,74.9539012908588,43.54394307930480,43.5445247600572
Berkeley_14,75,55,74.97625433923310,74.9759260752427,43.53844984142290,43.538490632361
Berkeley_14,76,56,74.85350326424390,74.8532084244963,43.4792930457643,43.4792762026323
Berkeley_14,77,57,74.86440880744030,74.864271663439,43.52013472554820,43.5202382671482
Berkeley_14,78,57,74.86452694591260,74.864271663439,43.51914239520140,43.5202382671482
Berkeley_14,79,58,75.01789391260020,75.0177783027609,43.475223565364700,43.4753320674374
Berkeley_14,80,58,75.01892493785550,75.0177783027609,43.4755649314103,43.4753320674374
Berkeley_14,81,60,74.9567033159934,74.9561985951323,43.42730778042770,43.4275286141623
Berkeley_14,82,61,74.85233547591230,74.853003151692,43.50634112816300,43.5070216229077
Berkeley_14,83,61,74.85301661322150,74.853003151692,43.507030544065000,43.5070216229077
Berkeley_14,84,62,75.00004563134990,74.9987223884264,43.53266776390870,43.5322211112689
Berkeley_14,85,63,74.98476793415320,74.9847999929655,43.54109626852200,43.5412347300737
Berkeley_14,86,64,74.92827508060140,74.9288162611651,43.5522503724321,43.5527661711733
Berkeley_14,87,65,74.84615875432420,74.847082798729,43.50137458516510,43.5012004132888
Berkeley_14,88,66,74.94212699481080,74.9424267048393,43.5542619579483,43.5540278577614
Berkeley_14,89,66,74.94343625802190,74.9424267048393,43.55340076159190,43.5540278577614
Berkeley_14,90,67,74.89146355957360,74.8913253647507,43.42838434636040,43.428506847933
Berkeley_14,91,67,74.89235476508880,74.8913253647507,43.427461191033700,43.428506847933
Berkeley_14,92,69,74.99391651071640,74.9937927151936,43.433804951300200,43.4339093660413
Berkeley_14,93,71,74.85475458658150,74.8543652713692,43.5266462814199,43.5262308009775
Berkeley_14,94,72,74.95016164498090,74.9503107813695,43.55769736709740,43.557138542294
Berkeley_14,95,73,75.0129859331849,75.0138569695818,43.445861846232500,43.4463866834932
Berkeley_14,96,74,74.85250911259810,74.852063347303,43.45072607028430,43.4497084453352
Berkeley_14,97,74,74.85171003552840,74.852063347303,43.449680335103000,43.4497084453352
Berkeley_14,98,75,74.83683906122650,74.8367540289923,43.48178805034910,43.4817123018195
Berkeley_14,99,76,74.87795664766860,74.8778597568158,43.42636973873670,43.4264667838709
Berkeley_14,100,77,74.98823416623280,74.9877278105291,43.55173126855880,43.552445738434
Berkeley_14,101,78,74.95197435717860,74.9511712860525,43.41335455405300,43.4136949793267
Berkeley_14,102,78,74.95188508577930,74.9511712860525,43.41380932578310,43.4136949793267
Berkeley_14,103,79,74.86760635275880,74.8669758054303,43.43115472810180,43.4309591637645
Berkeley_14,104,79,74.86675350389600,74.8669758054303,43.430914233023700,43.4309591637645
Berkeley_14,105,80,75.01734877633460,75.0159892519756,43.53521256004680,43.535766687706
Berkeley_14,107,82,74.83372515609530,74.8327648225947,43.470825529031700,43.4706414587115
Berkeley_14,108,82,74.8320447849962,74.8327648225947,43.471481692808900,43.4706414587115
Berkeley_14,109,83,75.04035647633810,75.0404946769719,43.49340331117820,43.4936058242465
Berkeley_14,110,84,74.82939160279000,74.8289446410794,43.49263151292740,43.4922500737199
Berkeley_14,111,85,74.99950400192010,74.999399478437,43.549263777345000,43.54931559075
Berkeley_14,112,86,74.8470608163748,74.8469347444473,43.53192473689280,43.5322221602726
Berkeley_14,113,87,75.0352024666573,75.0346015442657,43.458857117332600,43.4588151323022
Berkeley_14,114,87,75.0348734317173,75.0346015442657,43.45910193413050,43.4588151323022
Berkeley_14,115,88,74.82941825891110,74.8293744357381,43.503233597680300,43.5033561823403
Berkeley_14,116,88,74.82876731524780,74.8293744357381,43.504458930740000,43.5033561823403
Berkeley_14,117,89,74.83007272428130,74.8300633118683,43.51126514006760,43.5113225974483
Berkeley_14,118,90,74.82400011684130,74.824542954768,43.49181496498620,43.492255028848
Berkeley_14,119,91,74.82995031925660,74.8306651011456,43.461043873401800,43.4599477870478
Berkeley_14,120,92,75.01810206887530,75.0178232623013,43.543176966788000,43.5433447856924
Berkeley_14,121,93,75.00340464219460,75.0034265699545,43.42274242611550,43.422154198794
Berkeley_14,122,94,75.04749451179360,75.0472327934147,43.50417621442180,43.5034127396014
Berkeley_18,2,2,80.5295750877838,80.5292521008026,45.44594056192530,45.4459369929507
Berkeley_18,2,3,80.5295750877838,80.5298226932275,45.44594056192530,45.4462848348161
Berkeley_18,3,2,80.5295750877838,80.5292521008026,45.44594056192530,45.4459369929507
Berkeley_18,3,3,80.5295750877838,80.5298226932275,45.44594056192530,45.4462848348161
Berkeley_18,4,5,80.5255522254406,80.5261198216141,45.433986387978500,45.4346444531368
Berkeley_18,7,9,80.50616769286690,80.505566716113,45.44249763111920,45.4419641250975
Berkeley_18,9,12,80.51824813540810,80.5183426438276,45.41685395344950,45.4168383618153
Berkeley_18,10,13,80.56328286036450,80.5634942445728,45.425541495236900,45.4256410687523
Berkeley_18,11,15,80.57340799189410,80.5738226137972,45.43997840857010,45.4401493771766
Berkeley_18,12,16,80.57249311153320,80.5731999562117,45.43659013826480,45.4359810121755
Berkeley_18,13,17,80.51074685129350,80.5113081688287,45.415099118195300,45.4150179646814
Berkeley_18,15,17,80.51063302663180,80.5113081688287,45.414563111201000,45.4150179646814
Berkeley_18,18,20,80.50359176980180,80.5022533698115,45.41762632309470,45.4168642636872
Berkeley_18,19,20,80.50300251871440,80.5022533698115,45.416725161637200,45.4168642636872
Berkeley_18,20,23,80.50276631049600,80.5026174511667,45.41277762664890,45.4127766628153
Berkeley_18,21,25,80.51711217774560,80.5174911667226,45.47721187792120,45.4774695545526
